gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
442,2011,12,10,,11,9,2.08,3.22,3.37,0,1,0,0,0
443,2011,12,10,,3,7,1.70,3.51,4.63,0,2,0,0,0
444,2011,12,10,,6,1,1.73,3.52,4.44,0,1,1,0,0
445,2011,12,11,,4,10,2.95,3.25,2.27,0,0,0,0,0
446,2011,12,14,,11,2,3.95,3.54,1.81,0,2,0,0,0
447,2011,12,16,,1,4,1.99,3.27,3.57,0,0,3,0,0
448,2011,12,17,,7,10,2.58,3.16,2.63,0,1,2,0,0
449,2011,12,17,,2,3,2.26,3.25,2.97,0,1,2,0,0
450,2011,12,17,,9,5,2.25,3.19,3.02,0,1,2,0,0
451,2011,12,18,,6,11,1.68,3.47,4.92,0,3,1,0,0
452,2011,12,22,,10,1,1.54,3.79,5.72,0,2,2,0,0
453,2011,12,23,,11,7,1.89,3.28,3.94,0,5,2,0,0
454,2011,12,23,,5,6,2.53,3.22,2.64,0,3,2,0,0
455,2011,12,23,,9,3,3.70,3.35,1.93,0,1,3,0,0
456,2011,12,26,,4,2,3.79,3.44,1.88,0,1,0,0,0
457,2011,12,29,,10,5,2.21,3.22,3.07,0,0,4,0,0
458,2011,12,30,,1,11,2.21,3.28,3.03,0,2,0,0,0
459,2011,12,31,,7,9,1.82,3.42,4.11,0,1,1,0,0
460,2011,12,31,,3,4,1.51,3.89,5.96,0,0,0,0,0
461,2011,12,31,,2,6,1.82,3.55,3.93,0,3,1,0,0
462,2012,1,4,,11,10,2.32,3.24,2.89,0,4,2,0,0
463,2012,1,4,,5,1,1.78,3.46,4.23,0,1,3,0,0
464,2012,1,4,,7,4,2.54,3.20,2.64,0,3,2,0,0
465,2012,1,4,,3,6,1.69,3.61,4.59,0,2,0,0,0
466,2012,1,4,,9,2,3.77,3.36,1.90,0,3,3,0,0
467,2012,1,7,,1,2,3.08,3.29,2.18,0,1,1,0,0
468,2012,1,7,,6,7,1.69,3.59,4.60,0,2,1,0,0
469,2012,1,8,,11,9,1.62,3.70,5.11,0,0,1,0,0
470,2012,1,8,,10,3,2.97,3.25,2.26,0,0,1,0,0
471,2012,1,8,,4,5,2.40,3.21,2.79,0,1,1,0,0
472,2012,1,13,,6,1,1.83,3.48,3.96,0,1,1,0,0
473,2012,1,14,,3,7,1.43,4.12,6.79,0,1,1,0,0
474,2012,1,14,,2,10,1.57,3.71,5.48,0,2,1,0,0
475,2012,1,15,,5,9,1.89,3.37,3.86,0,1,2,0,0
476,2012,1,15,,4,11,1.95,3.35,3.63,0,0,1,0,0
477,2012,1,18,,10,9,1.91,3.44,3.69,0,1,1,0,0
478,2012,1,18,,5,3,3.30,3.26,2.10,0,0,1,0,0
479,2012,1,20,,7,11,2.21,3.26,3.05,0,0,1,0,0
480,2012,1,21,,3,1,1.80,3.41,4.39,0,3,2,0,0
481,2012,1,21,,5,2,3.32,3.35,2.06,0,1,1,0,0
482,2012,1,22,,10,4,1.88,3.37,3.88,0,2,1,0,0
483,2012,1,22,,9,6,2.53,3.20,2.63,0,4,1,0,0
484,2012,1,25,,1,7,2.01,3.27,3.52,0,1,1,0,0
485,2012,1,26,,6,10,2.17,3.31,3.15,0,2,2,0,0
486,2012,1,28,,2,7,1.40,4.24,7.35,0,0,1,0,0
487,2012,1,29,,11,5,2.04,3.28,3.44,0,3,1,0,0
488,2012,1,29,,1,9,2.21,3.28,3.06,0,0,3,0,0
489,2012,2,1,,6,4,2.07,3.30,3.41,0,1,1,0,0
490,2012,2,3,,1,11,2.36,3.25,2.83,0,1,2,0,0
491,2012,2,4,,3,2,2.35,3.23,2.88,0,0,2,0,0
492,2012,2,4,,5,6,2.62,3.25,2.53,0,0,0,0,0
493,2012,2,5,,10,7,1.93,3.35,3.73,0,2,5,0,0
494,2012,2,6,,9,4,1.71,3.53,4.55,0,4,0,0,0
495,2012,2,10,,6,3,2.62,3.22,2.53,0,2,1,0,0
496,2012,2,11,,7,5,2.11,3.26,3.25,0,3,0,0,0
497,2012,2,11,,10,9,2.36,3.26,2.82,0,2,1,0,0
498,2012,2,12,,11,2,2.72,3.22,2.44,0,0,2,0,0
499,2012,2,12,,4,1,2.29,3.26,2.91,0,1,2,0,0
500,2012,2,17,,5,4,1.54,3.79,5.84,0,1,0,0,0
501,2012,2,18,,3,11,1.72,3.51,4.58,0,2,0,0,0
502,2012,2,18,,2,6,1.51,3.93,5.97,0,3,2,0,0
503,2012,2,18,,9,7,1.90,3.37,3.81,0,2,0,0,0
504,2012,2,19,,1,10,2.51,3.24,2.66,0,1,2,0,0
505,2012,2,22,,4,3,5.13,3.67,1.63,0,3,3,0,0
506,2012,2,24,,7,1,1.99,3.38,3.52,0,1,0,0,0
507,2012,2,25,,10,11,2.03,3.31,3.45,0,0,1,0,0
508,2012,2,25,,4,6,3.20,3.27,2.16,0,1,1,0,0
509,2012,2,25,,9,2,2.80,3.26,2.40,0,0,3,0,0
510,2012,2,26,,5,3,3.21,3.24,2.17,0,1,0,0,0
511,2012,3,1,,1,9,2.64,3.28,2.50,0,0,2,0,0
512,2012,3,2,,2,5,1.48,4.06,6.10,0,1,1,0,0
513,2012,3,3,,6,7,1.95,3.36,3.63,0,1,3,0,0
514,2012,3,3,,3,10,1.82,3.45,4.08,0,1,1,0,0
515,2012,3,4,,11,4,1.49,3.99,6.42,0,2,0,0,0
516,2012,3,9,,7,4,1.47,4.00,6.50,0,1,1,0,0
517,2012,3,10,,5,11,2.17,3.22,3.17,0,1,1,0,0
518,2012,3,10,,10,6,2.06,3.33,3.30,0,1,0,0,0
519,2012,3,11,,2,1,1.36,4.43,8.08,0,1,1,0,0
520,2012,3,11,,9,3,2.31,3.25,2.88,0,1,0,0,0
521,2012,3,16,,6,11,2.40,3.24,2.77,0,3,0,0,0
522,2012,3,17,,7,2,3.12,3.28,2.19,0,1,2,0,0
523,2012,3,17,,3,1,1.49,3.91,6.21,0,1,0,0,0
524,2012,3,17,,5,10,2.44,3.19,2.76,0,2,2,0,0
525,2012,3,18,,4,9,2.95,3.18,2.33,0,3,0,0,0
526,2012,3,23,,1,5,2.70,3.19,2.48,0,1,1,0,0
527,2012,3,24,,9,6,1.95,3.39,3.58,0,4,2,0,0
528,2012,3,25,,11,3,2.88,3.25,2.31,0,1,2,0,0
529,2012,3,25,,10,7,2.06,3.31,3.34,0,3,2,0,0
530,2012,3,25,,4,2,3.53,3.41,1.97,0,1,2,0,0
531,2012,3,30,,11,10,2.15,3.23,3.22,0,3,2,0,0
532,2012,3,31,,2,3,1.92,3.36,3.77,0,2,0,0,0
533,2012,4,1,,9,5,1.98,3.30,3.58,0,3,0,0,0
534,2012,4,7,,9,11,1.79,3.39,4.30,-1,3,2,0,0
535,2012,4,8,,3,2,2.75,3.25,2.41,0,2,3,0,0
536,2012,4,14,,3,9,2.00,3.32,3.51,-1,1,1,3,5
537,2012,4,22,,2,9,1.65,3.60,4.95,0,2,1,0,0
