gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
1076,2016,3,20,,6,7,1.39,4.88,7.29,0,1,1,0,0
1077,2016,3,20,,11,9,2.55,3.58,2.56,0,1,2,0,0
1078,2016,3,25,,6,12,2.67,3.41,2.53,0,2,0,0,0
1079,2016,3,26,,2,10,1.90,3.71,3.68,0,3,2,0,0
1080,2016,3,26,,7,9,3.81,3.74,1.88,0,1,2,0,0
1081,2016,3,27,,1,3,1.28,5.69,9.29,0,4,2,0,0
1082,2016,3,28,,5,11,1.51,4.62,5.46,0,3,0,0,0
1083,2016,4,1,,12,3,1.21,6.56,11.78,0,4,1,0,0
1084,2016,4,2,,10,1,3.39,3.70,2.02,0,0,2,0,0
1085,2016,4,2,,11,6,3.87,3.53,1.90,0,1,4,0,0
1086,2016,4,3,,9,5,2.61,3.72,2.43,0,3,2,0,0
1087,2016,4,3,,2,7,1.35,5.30,7.70,0,2,1,0,0
1088,2016,4,8,,5,1,2.08,3.82,3.06,0,0,2,0,0
1089,2016,4,9,,6,2,4.19,4.00,1.74,0,0,0,0,0
1090,2016,4,9,,3,7,2.72,3.52,2.44,0,2,4,0,0
1091,2016,4,10,,10,9,2.71,3.46,2.47,0,4,0,0,0
1092,2016,4,10,,11,12,8.21,5.55,1.32,0,0,2,0,0
1093,2016,4,15,,2,6,2.14,3.54,3.20,0,2,1,0,0
1094,2016,4,17,,5,9,2.27,3.53,2.98,0,2,0,0,0
1095,2016,4,22,,1,5,1.89,3.70,3.80,0,4,1,0,0
1096,2016,4,24,,12,2,1.94,3.67,3.69,-1,4,4,0,0
1097,2016,5,1,,1,12,2.44,3.27,2.89,0,3,1,0,0
1098,2016,10,7,,2,6,2.35,3.42,2.93,0,1,1,0,0
1099,2016,10,8,,9,3,1.38,4.91,7.50,0,3,3,0,0
1100,2016,10,8,,12,10,3.26,3.37,2.19,0,0,4,0,0
1101,2016,10,8,,11,5,3.76,3.85,1.87,0,0,1,0,0
1102,2016,10,9,,7,1,3.11,3.41,2.25,0,1,1,0,0
1103,2016,10,14,,1,12,1.91,3.64,3.82,0,1,2,0,0
1104,2016,10,15,,6,5,2.34,3.49,2.87,0,1,4,0,0
1105,2016,10,15,,10,3,1.27,6.03,9.95,0,4,0,0,0
1106,2016,10,16,,9,11,1.75,3.91,4.38,0,2,0,0,0
1107,2016,10,16,,7,2,3.42,3.58,2.05,0,4,0,0,0
1108,2016,10,21,,5,9,1.50,4.56,5.78,0,2,3,0,0
1109,2016,10,22,,1,6,2.47,3.44,2.78,0,1,2,0,0
1110,2016,10,22,,3,2,4.36,4.03,1.73,0,0,1,0,0
1111,2016,10,23,,12,7,1.78,3.88,4.26,0,2,2,0,0
1112,2016,10,23,,11,10,3.61,3.60,2.00,0,0,1,0,0
1113,2016,10,28,,5,1,1.88,3.70,3.90,0,2,1,0,0
1114,2016,10,29,,12,3,1.32,5.59,8.39,0,1,1,0,0
1115,2016,10,29,,7,10,4.07,3.66,1.86,0,0,2,0,0
1116,2016,10,30,,2,9,2.08,3.73,3.24,0,2,1,0,0
1117,2016,10,31,,6,11,1.62,4.13,5.06,0,6,1,0,0
1118,2016,11,4,,2,5,2.48,3.52,2.67,0,1,0,0,0
1119,2016,11,5,,10,6,1.94,3.63,3.75,0,2,1,0,0
1120,2016,11,5,,11,7,2.05,3.64,3.42,0,2,0,0,0
1121,2016,11,6,,9,12,2.17,3.51,3.15,0,2,2,0,0
1122,2016,11,6,,1,3,1.46,4.62,6.48,0,1,2,0,0
1123,2016,11,10,,5,7,1.39,4.94,7.29,0,2,1,0,0
1124,2016,11,11,,1,2,2.44,3.43,2.81,0,1,1,0,0
1125,2016,11,12,,6,12,2.13,3.55,3.27,0,3,0,0,0
1126,2016,11,12,,3,11,2.51,3.51,2.67,0,0,2,0,0
1127,2016,11,13,,10,9,1.51,4.49,5.92,0,4,1,0,0
1128,2016,11,19,,9,1,2.15,3.55,3.22,0,3,1,0,0
1129,2016,11,19,,12,5,2.89,3.50,2.35,0,1,1,0,0
1130,2016,11,20,,7,3,1.84,3.67,4.18,0,1,1,0,0
1131,2016,11,20,,2,10,2.75,3.36,2.53,0,1,1,0,0
1132,2016,11,25,,3,9,3.25,3.67,2.10,0,2,0,0,0
1133,2016,11,26,,6,7,1.49,4.48,6.24,0,2,0,0,0
1134,2016,11,26,,12,2,2.45,3.39,2.84,0,1,1,0,0
1135,2016,11,27,,5,11,1.41,4.85,7.08,0,2,1,0,0
1136,2016,11,27,,10,1,1.68,3.97,4.75,0,0,0,0,0
1137,2016,12,2,,6,9,1.52,4.35,5.92,0,1,1,0,0
1138,2016,12,3,,5,2,1.93,3.62,3.80,0,1,1,0,0
1139,2016,12,3,,3,12,4.88,4.02,1.66,0,1,4,0,0
1140,2016,12,4,,1,11,1.66,3.95,4.93,0,2,0,0,0
1141,2016,12,4,,7,10,5.31,3.90,1.64,0,0,2,0,0
1142,2016,12,9,,10,5,2.04,3.37,3.67,0,1,1,0,0
1143,2016,12,10,,9,7,1.62,3.99,5.34,0,1,2,0,0
1144,2016,12,10,,12,6,2.47,3.41,2.77,0,0,3,0,0
1145,2016,12,10,,11,3,1.55,4.18,5.76,0,3,0,0,0
1146,2016,12,11,,2,1,2.02,3.47,3.60,0,4,0,0,0
1147,2016,12,16,,7,1,3.40,3.37,2.13,0,2,1,0,0
1148,2016,12,17,,9,10,4.55,3.86,1.72,0,1,4,0,0
1149,2016,12,17,,5,6,2.66,3.41,2.56,0,1,2,0,0
1150,2016,12,17,,11,12,2.69,3.50,2.49,0,2,2,0,0
1151,2016,12,18,,3,2,5.79,4.15,1.54,0,1,2,0,0
1152,2016,12,23,,2,12,1.93,3.59,3.80,0,1,1,0,0
1153,2016,12,26,,1,10,2.99,3.29,2.36,0,0,4,0,0
1154,2016,12,26,,7,11,2.46,3.47,2.72,0,2,2,0,0
1155,2016,12,27,,5,9,1.52,4.45,5.69,0,3,3,0,0
1156,2016,12,28,,6,3,1.18,6.91,14.72,0,4,1,0,0
1157,2016,12,30,,10,2,1.71,3.74,4.73,0,2,0,0,0
1158,2016,12,31,,3,5,6.33,4.75,1.45,0,2,2,0,0
1159,2017,1,1,,12,9,1.63,4.16,4.83,0,1,1,0,0
1160,2017,1,1,,11,1,2.21,3.49,3.11,0,0,0,0,0
1161,2017,1,2,,6,7,1.41,4.61,7.54,0,4,2,0,0
1162,2017,1,5,,9,11,1.93,3.71,3.68,0,2,1,0,0
1163,2017,1,6,,5,12,1.84,3.82,3.92,0,1,0,0,0
1164,2017,1,7,,1,6,3.71,3.65,1.93,0,0,2,0,0
1165,2017,1,7,,2,7,1.66,3.83,5.17,0,2,3,0,0
1166,2017,1,8,,3,10,9.30,5.42,1.31,0,2,3,0,0
1167,2017,1,12,,1,5,3.28,3.55,2.10,0,2,1,0,0
1168,2017,1,13,,6,2,1.69,3.89,4.72,0,3,2,0,0
1169,2017,1,14,,10,12,1.74,3.75,4.59,0,0,0,0,0
1170,2017,1,14,,11,3,1.57,4.32,5.24,0,1,0,0,0
1171,2017,1,15,,7,9,2.00,3.71,3.51,0,2,2,0,0
1172,2017,1,17,,11,6,3.85,3.77,1.86,0,3,0,0,0
1173,2017,1,19,,5,3,1.25,6.38,10.11,0,2,1,0,0
1174,2017,1,20,,10,1,1.68,3.73,5.07,0,2,0,0,0
1175,2017,1,21,,9,6,2.82,3.54,2.36,0,2,1,0,0
1176,2017,1,21,,11,2,2.34,3.38,2.94,0,0,1,0,0
1177,2017,1,22,,12,7,1.80,3.69,4.32,0,2,0,0,0
1178,2017,1,26,,6,10,2.53,3.28,2.76,0,1,2,0,0
1179,2017,1,27,,7,5,4.71,4.00,1.67,0,2,1,0,0
1180,2017,1,28,,2,12,2.11,3.47,3.35,0,2,1,0,0
1181,2017,1,28,,3,9,3.60,3.89,1.91,0,2,0,0,0
1182,2017,1,29,,1,11,2.05,3.48,3.51,0,2,2,0,0
1183,2017,2,3,,2,10,2.93,3.30,2.41,0,0,0,0,0
1184,2017,2,4,,9,7,2.01,3.71,3.45,0,3,2,0,0
1185,2017,2,4,,6,5,1.99,3.67,3.50,0,2,1,0,0
1186,2017,2,4,,11,12,2.58,3.41,2.65,0,1,3,0,0
1187,2017,2,5,,3,1,4.29,4.07,1.73,0,2,1,0,0
1188,2017,2,9,,10,11,1.38,4.93,7.79,0,3,1,0,0
1189,2017,2,10,,1,9,2.27,3.59,2.93,0,0,5,0,0
1190,2017,2,11,,5,2,2.75,3.33,2.51,0,2,2,0,0
1191,2017,2,12,,12,3,1.38,5.00,7.45,0,0,2,0,0
1192,2017,2,13,,7,6,3.83,3.80,1.87,0,0,0,0,0
1193,2017,2,17,,1,7,2.47,3.44,2.74,0,1,0,0,0
1194,2017,2,18,,9,2,2.28,3.76,2.83,0,2,2,0,0
1195,2017,2,18,,12,10,3.78,3.54,1.95,0,1,0,0,0
1196,2017,2,18,,11,5,3.03,3.54,2.23,0,1,5,0,0
1197,2017,2,19,,3,6,5.65,4.36,1.53,0,0,3,0,0
1198,2017,2,24,,5,10,2.97,3.42,2.32,0,1,3,0,0
1199,2017,2,25,,9,12,2.04,3.63,3.41,0,2,0,0,0
1200,2017,2,25,,6,1,1.34,5.28,8.17,0,2,1,0,0
1201,2017,2,25,,2,11,1.67,3.99,4.82,0,1,2,0,0
1202,2017,2,26,,7,3,1.90,3.79,3.73,0,1,1,0,0
1203,2017,3,3,,10,6,1.98,3.50,3.74,0,1,0,0,0
1204,2017,3,4,,12,1,1.76,3.81,4.35,0,0,0,0,0
1205,2017,3,4,,11,9,2.66,3.67,2.43,0,3,3,0,0
1206,2017,3,5,,7,2,2.73,3.48,2.47,0,1,3,0,0
1207,2017,3,5,,3,5,4.55,4.18,1.67,0,2,3,0,0
1208,2017,3,10,,10,3,1.21,6.78,12.24,0,1,0,0,0
1209,2017,3,11,,6,9,1.70,4.10,4.45,0,4,1,0,0
1210,2017,3,18,,5,7,1.56,4.36,5.33,0,4,0,0,0
1211,2017,3,19,,12,11,1.81,3.77,4.11,0,3,1,0,0
1212,2017,3,19,,1,2,3.02,3.46,2.29,0,2,1,0,0
1213,2017,3,24,,12,5,2.37,3.49,2.84,0,3,1,0,0
1214,2017,3,25,,2,6,1.94,3.56,3.77,0,1,0,0,0
1215,2017,3,25,,3,1,2.65,3.62,2.46,0,2,3,0,0
1216,2017,3,26,,9,10,3.20,3.81,2.05,0,0,3,0,0
1217,2017,3,26,,11,7,2.54,3.49,2.64,0,5,0,0,0
1218,2017,3,31,,1,9,2.30,3.68,2.82,0,1,1,0,0
1219,2017,4,1,,10,5,1.67,3.92,4.87,0,3,0,0,0
1220,2017,4,1,,7,12,3.64,3.82,1.92,0,0,3,0,0
1221,2017,4,2,,2,3,1.32,5.39,8.75,0,5,1,0,0
1222,2017,4,2,,6,11,1.50,4.79,5.49,0,0,3,0,0
1223,2017,4,7,,5,1,1.69,4.08,4.53,0,1,0,0,0
1224,2017,4,8,,9,2,2.25,3.69,2.91,0,3,1,0,0
1225,2017,4,8,,12,6,2.02,3.72,3.38,0,0,0,0,0
1226,2017,4,8,,11,10,3.09,3.62,2.18,0,1,1,0,0
1227,2017,4,9,,3,7,2.48,3.61,2.64,0,2,0,0,0
1228,2017,4,14,,6,3,1.26,6.29,9.25,0,1,0,0,0
1229,2017,4,15,,1,12,2.12,3.64,3.16,0,2,2,0,0
1230,2017,4,15,,10,7,1.22,6.57,11.49,0,2,0,0,0
1231,2017,4,16,,9,5,2.84,3.73,2.27,0,5,4,0,0
1232,2017,4,16,,2,11,1.53,4.37,5.57,0,4,3,0,0
1233,2017,4,21,,2,12,2.33,3.38,2.99,-1,1,1,6,5
1234,2017,4,23,,5,9,1.65,4.22,4.58,0,0,2,0,0
1235,2017,4,29,,10,9,1.40,4.82,7.26,0,3,0,0,0
1236,2017,4,30,,6,2,1.80,3.78,4.21,0,1,0,0,0
1237,2017,5,7,,10,6,1.81,3.58,4.46,-1,1,1,4,2
1238,2017,10,6,,5,2,1.82,4.08,3.89,0,2,0,0,0
1239,2017,10,7,,6,10,3.29,3.36,2.16,0,0,1,0,0
1240,2017,10,7,,3,7,2.47,3.46,2.77,0,1,5,0,0
1241,2017,10,8,,12,9,1.97,3.95,3.51,0,2,1,0,0
1242,2017,10,8,,11,1,2.94,3.65,2.30,0,1,1,0,0
1243,2017,10,13,,2,1,2.36,3.46,2.89,0,1,2,0,0
1244,2017,10,14,,6,5,2.11,3.49,3.36,0,1,2,0,0
1245,2017,10,14,,12,3,1.37,5.16,7.43,0,2,2,0,0
1246,2017,10,15,,10,11,1.34,5.00,8.82,0,3,2,0,0
1247,2017,10,15,,7,9,2.06,3.78,3.23,0,2,2,0,0
1248,2017,10,20,,1,6,2.52,3.41,2.70,0,2,2,0,0
1249,2017,10,21,,10,12,1.66,3.94,4.93,0,2,2,0,0
1250,2017,10,21,,5,11,1.66,4.30,4.57,0,1,0,0,0
1251,2017,10,22,,9,3,1.66,4.48,4.44,0,2,1,0,0
1252,2017,10,22,,2,7,2.12,3.63,3.23,0,1,2,0,0
1253,2017,10,27,,10,9,1.37,5.22,7.44,0,2,0,0,0
1254,2017,10,28,,1,5,2.89,3.33,2.42,0,0,2,0,0
1255,2017,10,28,,11,2,2.18,3.56,3.14,0,3,3,0,0
1256,2017,10,29,,3,6,3.57,3.68,1.98,0,1,1,0,0
1257,2017,10,29,,7,12,2.62,3.57,2.54,0,1,1,0,0
1258,2017,11,3,,5,10,3.33,3.33,2.18,0,0,1,0,0
1259,2017,11,4,,9,1,2.06,3.73,3.29,0,1,0,0,0
1260,2017,11,4,,7,11,1.96,3.81,3.51,0,3,0,0,0
1261,2017,11,5,,2,3,1.92,3.84,3.60,0,0,0,0,0
1262,2017,11,6,,6,12,2.56,3.51,2.61,0,1,1,0,0
1263,2017,11,10,,3,10,5.90,4.37,1.51,0,2,0,0,0
1264,2017,11,11,,6,2,1.84,3.71,4.09,0,1,1,0,0
1265,2017,11,11,,1,7,2.34,3.55,2.86,0,1,2,0,0
1266,2017,11,12,,5,12,2.14,3.50,3.27,0,1,1,0,0
1267,2017,11,12,,11,9,2.72,3.73,2.37,0,5,2,0,0
1268,2017,11,16,,3,1,2.67,3.57,2.48,0,1,2,0,0
1269,2017,11,17,,2,5,2.99,3.35,2.35,0,3,1,0,0
1270,2017,11,18,,10,7,1.73,3.72,4.75,0,2,1,0,0
1271,2017,11,19,,9,6,2.97,3.66,2.24,0,0,2,0,0
1272,2017,11,23,,7,6,3.16,3.49,2.19,0,4,1,0,0
1273,2017,11,24,,5,9,1.39,4.98,7.23,0,1,3,0,0
1274,2017,11,25,,10,2,1.64,3.90,5.31,0,3,1,0,0
1275,2017,11,25,,11,3,1.96,3.75,3.58,0,1,4,0,0
1276,2017,11,26,,1,12,2.58,3.41,2.66,0,2,0,0,0
1277,2017,12,1,,1,10,3.54,3.40,2.08,0,0,1,0,0
1278,2017,12,2,,7,5,2.77,3.37,2.51,0,1,2,0,0
1279,2017,12,2,,12,2,1.71,3.88,4.65,0,0,2,0,0
1280,2017,12,3,,3,9,1.80,3.97,4.01,0,1,0,0,0
1281,2017,12,3,,11,6,3.05,3.57,2.23,0,2,3,0,0
1282,2017,12,8,,6,1,1.85,3.73,4.32,0,1,2,0,0
1283,2017,12,9,,9,7,2.85,3.59,2.34,0,1,2,0,0
1284,2017,12,9,,12,10,3.82,3.47,1.96,0,0,5,0,0
1285,2017,12,9,,2,11,1.78,3.91,4.16,0,0,0,0,0
1286,2017,12,10,,5,3,1.73,3.80,4.61,0,1,0,0,0
1287,2017,12,15,,10,5,1.76,3.63,4.72,0,3,1,0,0
1288,2017,12,16,,9,11,1.94,3.83,3.57,0,1,0,0,0
1289,2017,12,16,,3,12,2.52,3.51,2.65,0,0,2,0,0
1290,2017,12,16,,7,1,2.13,3.45,3.35,0,2,1,0,0
1291,2017,12,17,,2,6,3.35,3.54,2.10,0,1,2,0,0
1292,2017,12,21,,2,9,2.22,3.57,3.05,0,1,2,0,0
1293,2017,12,22,,7,12,2.21,3.50,3.13,0,4,0,0,0
1294,2017,12,23,,5,6,2.74,3.38,2.51,0,0,1,0,0
1295,2017,12,23,,11,10,6.14,4.45,1.49,0,1,4,0,0
1296,2017,12,26,,1,3,1.81,3.73,4.24,0,1,0,0,0
1297,2017,12,29,,6,7,1.95,3.81,3.59,0,2,1,0,0
1298,2017,12,30,,10,9,1.29,5.53,10.41,0,6,0,0,0
1299,2017,12,30,,1,2,1.85,3.66,4.09,0,1,2,0,0
1300,2017,12,31,,3,11,1.93,3.60,3.85,0,0,0,0,0
1301,2018,1,1,,12,5,2.75,3.33,2.53,0,2,1,0,0
1302,2018,1,3,,10,7,1.55,4.26,5.66,0,2,2,0,0
1303,2018,1,5,,9,1,2.70,3.50,2.48,0,0,3,0,0
1304,2018,1,5,,2,12,2.14,3.49,3.29,0,0,2,0,0
1305,2018,1,6,,5,11,1.59,4.26,5.14,0,2,1,0,0
1306,2018,1,6,,6,3,1.58,4.14,5.53,0,1,1,0,0
1307,2018,1,8,,2,10,6.12,4.28,1.52,0,0,3,0,0
1308,2018,1,9,,9,5,3.20,3.70,2.11,0,0,2,0,0
1309,2018,1,9,,7,3,1.72,3.87,4.65,0,2,0,0,0
1310,2018,1,10,,12,1,2.47,3.34,2.83,0,1,1,0,0
1311,2018,1,10,,11,6,3.67,3.80,1.92,0,2,1,0,0
1312,2018,1,12,,7,2,1.77,3.96,4.19,0,1,0,0,0
1313,2018,1,13,,6,9,1.45,4.97,6.05,0,3,2,0,0
1314,2018,1,13,,11,12,2.14,3.63,3.20,0,1,1,0,0
1315,2018,1,14,,1,10,4.55,3.71,1.76,0,0,0,0,0
1316,2018,1,14,,3,5,3.79,3.41,2.02,0,2,2,0,0
1317,2018,1,18,,2,9,1.80,3.87,4.14,0,3,2,0,0
1318,2018,1,19,,12,6,3.19,3.62,2.16,0,0,3,0,0
1319,2018,1,20,,10,3,1.35,5.08,8.73,0,1,1,0,0
1320,2018,1,20,,7,11,1.63,4.17,5.02,0,2,3,0,0
1321,2018,1,21,,5,1,2.12,3.37,3.48,0,5,0,0,0
1322,2018,1,25,,5,7,2.17,3.54,3.22,0,2,2,0,0
1323,2018,1,26,,6,10,3.24,3.63,2.11,0,1,3,0,0
1324,2018,1,27,,3,2,2.15,3.49,3.28,0,1,2,0,0
1325,2018,1,27,,11,1,2.51,3.48,2.68,0,0,1,0,0
1326,2018,1,28,,9,12,2.06,3.81,3.29,0,3,1,0,0
1327,2018,2,2,,10,11,1.39,4.80,7.80,0,4,0,0,0
1328,2018,2,3,,1,9,1.77,3.84,4.37,0,2,1,0,0
1329,2018,2,3,,7,6,2.20,3.69,3.04,0,2,0,0,0
1330,2018,2,4,,2,5,2.88,3.46,2.40,0,1,2,0,0
1331,2018,2,4,,3,12,2.63,3.53,2.55,0,1,2,0,0
1332,2018,2,9,,6,2,1.60,4.26,5.08,0,1,2,0,0
1333,2018,2,10,,5,10,3.41,3.50,2.11,0,0,4,0,0
1334,2018,2,11,,12,11,1.99,3.72,3.53,0,4,0,0,0
1335,2018,2,16,,12,7,2.52,3.58,2.62,0,2,2,0,0
1336,2018,2,17,,1,3,1.69,3.82,5.00,0,2,2,0,0
1337,2018,2,17,,11,9,2.36,3.70,2.76,0,2,1,0,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
