gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore
1,2009,2,13,,8,2,2.21,20,1.64,,31,33
2,2009,2,13,,7,1,2.03,19.4,1.78,,19,25
3,2009,2,13,,12,4,1.59,20.2,2.3,,34,28
4,2009,2,14,,6,5,1.32,21.4,3.29,,19,13
5,2009,2,14,,9,18,1.37,21.4,3.02,,22,26
6,2009,2,14,,16,15,2.02,18.4,1.77,,15,20
7,2009,2,14,,3,14,0,0,0,,33,20
8,2009,2,20,,9,8,0,0,0,,22,17
9,2009,2,20,,18,5,0,0,0,,11,7
10,2009,2,20,,7,4,0,0,0,,16,10
11,2009,2,21,,2,6,0,0,0,,18,16
12,2009,2,21,,3,1,0,0,0,,59,26
13,2009,2,21,,15,12,0,0,0,,25,10
14,2009,2,27,,6,9,0,0,0,,24,30
15,2009,2,27,,18,8,0,0,0,,34,16
16,2009,2,28,,5,15,0,0,0,,15,22
17,2009,2,28,,2,7,0,0,0,,16,25
18,2009,2,28,,12,3,0,0,0,,9,16
19,2009,2,28,,16,1,0,0,0,,8,14
20,2009,3,1,,14,4,0,0,0,,22,3
21,2009,3,6,,5,7,0,0,0,,31,13
22,2009,3,6,,18,14,0,0,0,,15,11
23,2009,3,7,,9,4,1.05,33.2,8.15,,29,12
24,2009,3,7,,1,15,1.75,18.17,2.06,,31,35
25,2009,3,7,,8,6,2.82,20.67,1.41,,6,0
26,2009,3,7,,3,16,1.33,22,3.24,,14,10
27,2009,3,13,,1,4,1.04,34.5,8.63,,46,12
28,2009,3,13,,2,18,1.91,18,1.89,,21,11
29,2009,3,14,,6,7,1.56,19.17,2.4,,23,23
30,2009,3,14,,8,5,2.29,19.5,1.6,,10,14
31,2009,3,14,,14,15,2.92,20.33,1.4,,25,13
32,2009,3,14,,16,12,1.26,21.67,3.72,,56,18
33,2009,3,20,,9,3,1.46,21,2.65,,14,19
34,2009,3,21,,8,4,1.13,27.4,5.4,,32,8
35,2009,3,21,,5,1,1.9,18.4,1.88,,63,34
36,2009,3,21,,18,6,1.49,20.6,2.56,,13,17
37,2009,3,21,,7,15,2.18,19.4,1.67,,10,22
38,2009,3,21,,12,2,2.29,20,1.59,,25,17
39,2009,3,27,,1,18,1.46,21,2.64,,22,27
40,2009,3,28,,8,3,2.52,20.67,1.51,,36,12
41,2009,3,28,,6,16,1.38,21.83,2.95,,11,7
42,2009,3,28,,14,5,2.3,19,1.6,,26,50
43,2009,3,28,,15,2,1.2,24.67,4.27,,35,14
44,2009,3,28,,12,9,2.56,21,1.49,,32,38
45,2009,4,3,,6,3,1.6,20,2.28,,16,13
46,2009,4,4,,15,9,1.38,22,2.94,,33,17
47,2009,4,4,,5,12,1.03,38.17,9.83,,36,29
48,2009,4,4,,18,16,1.42,22,2.79,,12,6
49,2009,4,4,,4,2,2.33,19.83,1.58,,27,40
50,2009,4,10,,1,12,1.09,29.83,6.58,,36,12
51,2009,4,10,,7,9,1.89,18,1.9,,27,28
52,2009,4,11,,8,14,1.35,22.67,3.08,,24,19
53,2009,4,11,,2,16,0,0,0,,17,10
54,2009,4,11,,18,3,1.61,20,2.26,,6,20
55,2009,4,11,,4,15,5.84,31.17,1.11,,31,6
56,2009,4,17,,1,8,1.32,22.17,3.3,,26,6
57,2009,4,17,,2,3,1.7,19.17,2.12,,32,31
58,2009,4,18,,9,16,1.28,23,3.55,,34,11
59,2009,4,18,,14,12,1.36,22,3.08,,20,31
60,2009,4,18,,18,7,1.55,19.33,2.41,,14,15
61,2009,4,18,,4,5,2.82,21.83,1.41,,10,28
62,2009,4,18,,15,6,1.4,21.5,2.86,,10,13
63,2009,4,24,,8,16,1.43,22.17,2.78,,11,18
64,2009,4,24,,7,12,1.23,24.67,4.08,,55,14
65,2009,4,25,,1,14,1.09,31.5,6.37,,24,31
66,2009,4,25,,9,2,1.31,22.5,3.32,,56,7
67,2009,4,25,,4,6,3.43,23.33,1.29,,20,13
68,2009,4,25,,3,5,1.5,20.67,2.55,,33,27
69,2009,5,1,,9,1,1.26,24.33,3.69,,45,27
70,2009,5,1,,12,6,2.52,20.67,1.5,,20,32
71,2009,5,1,,4,18,2.16,18.83,1.69,,10,18
72,2009,5,2,,14,2,1.94,17.83,1.86,,13,52
73,2009,5,2,,15,8,1.12,28.33,5.75,,23,15
74,2009,5,2,,3,7,1.29,23.17,3.47,,32,29
75,2009,5,2,,16,5,2.02,18.83,1.77,,14,28
76,2009,5,8,,6,14,1.06,34.17,7.63,,32,12
77,2009,5,8,,12,8,1.92,17.2,1.86,,27,22
78,2009,5,9,,5,9,1.82,17.83,1.97,,16,8
79,2009,5,9,,2,1,1.5,20.33,2.53,,37,15
80,2009,5,9,,15,18,1.41,20.17,2.85,,12,16
81,2009,5,9,,3,4,1.1,29.83,6.17,,29,20
82,2009,5,9,,16,7,2.1,17.83,1.73,,25,24
83,2009,5,15,,5,2,1.23,23.5,4.03,,10,7
84,2009,5,15,,12,18,2.67,21.5,1.46,,33,38
85,2009,5,16,,1,6,2.57,21.33,1.49,,13,15
86,2009,5,16,,14,9,5.7,30.17,1.11,,28,37
87,2009,5,16,,7,8,1.21,23,4.1,,33,28
88,2009,5,16,,4,16,1.78,19.17,2.02,,22,28
89,2009,5,16,,15,3,2.08,19,1.73,,26,27
90,2009,5,22,,5,9,1.85,17.6,1.94,,14,10
91,2009,5,23,,3,6,1.43,21.33,2.83,,36,23
92,2009,5,30,,3,5,1.37,20,3.09,,61,17
93,2010,2,12,,1,9,2.12,19.67,1.72,,20,34
94,2010,2,12,,7,2,2.57,21,1.49,,15,24
95,2010,2,12,,4,3,4.03,23.33,1.23,,34,51
96,2010,2,13,,6,8,1.14,29.67,5.5,,32,17
97,2010,2,13,,14,18,2.71,20.33,1.45,,28,30
98,2010,2,13,,12,16,3.22,22.67,1.34,,13,26
99,2010,2,13,,15,5,1.45,21,2.69,,18,19
100,2010,2,19,,8,1,1.97,19,1.85,,15,19
101,2010,2,19,,14,6,4.47,24.33,1.19,,41,20
102,2010,2,19,,15,4,1.25,22.29,3.8,,20,25
103,2010,2,19,,12,5,3.54,21.43,1.29,,65,72
104,2010,2,20,,9,7,1.06,32.14,7.9,,47,22
105,2010,2,20,,3,2,1.38,20.43,2.99,,50,32
106,2010,2,20,,16,18,1.42,19.57,2.84,,27,6
107,2010,2,26,,6,15,1.15,25.57,5.1,,35,6
108,2010,2,26,,16,2,1.53,19.71,2.47,,17,19
109,2010,2,27,,9,12,1.02,40.33,11.5,,33,18
110,2010,2,27,,14,1,1.67,18.29,2.19,,18,27
111,2010,2,27,,7,5,3.1,21,1.36,,19,37
112,2010,2,27,,4,8,1.47,19.57,2.64,,24,31
113,2010,2,27,,3,18,1.13,27.57,5.34,,48,38
114,2010,3,5,,5,14,1.06,28.29,7.86,,18,23
115,2010,3,5,,2,12,1.04,33.67,9.67,,24,13
116,2010,3,6,,6,1,1.21,21.43,4.27,,33,20
117,2010,3,6,,18,15,1.27,22,3.61,,25,21
118,2010,3,6,,16,8,1.35,20.17,3.16,,33,0
119,2010,3,6,,4,9,2.67,18.33,1.47,,28,12
120,2010,3,12,,5,6,2.21,19.14,1.66,,19,26
121,2010,3,12,,18,12,1.08,32.17,7.25,,73,12
122,2010,3,13,,2,15,1.25,22.71,3.76,,24,22
123,2010,3,13,,3,8,1.03,35.71,10.21,,50,35
124,2010,3,13,,16,9,1.51,20,2.52,,37,13
125,2010,3,14,,14,7,1.31,22.57,3.38,,50,10
126,2010,3,19,,1,2,1.67,18.71,2.19,,39,34
127,2010,3,19,,3,9,1.13,26.29,5.61,,19,18
128,2010,3,20,,6,12,1.01,36.25,13,,46,19
129,2010,3,20,,8,15,2.08,18,1.75,,16,30
130,2010,3,20,,7,18,4.28,21.86,1.21,,10,14
131,2010,3,20,,16,4,1.19,22.29,4.55,,21,8
132,2010,3,26,,8,12,1.12,30.17,5.78,,39,29
133,2010,3,26,,2,5,1.64,18.86,2.24,,30,23
134,2010,3,26,,4,14,1.98,18.57,1.83,,10,31
135,2010,3,27,,9,15,1.46,20.43,2.65,,26,29
136,2010,3,27,,18,1,1.62,18.86,2.27,,39,32
137,2010,3,27,,7,3,4.84,25.14,1.17,,15,28
138,2010,4,2,,9,6,2.36,19.29,1.57,,26,26
139,2010,4,2,,7,16,3.29,21.86,1.32,,16,15
140,2010,4,3,,1,3,1.88,18,1.92,,32,17
141,2010,4,3,,5,8,1.2,23.14,4.28,,27,21
142,2010,4,3,,18,4,1.09,29.43,6.54,,40,17
143,2010,4,3,,15,14,1.51,20.29,2.5,,30,28
144,2010,4,9,,5,3,1.8,19.67,2,,19,33
145,2010,4,10,,8,7,1.38,21.57,2.98,,27,41
146,2010,4,10,,1,16,1.36,22.14,3.04,,21,33
147,2010,4,10,,6,18,1.28,22.86,3.54,,20,13
148,2010,4,10,,2,4,1.04,32,8.89,,61,15
149,2010,4,10,,12,14,3.14,21.14,1.36,,26,41
150,2010,4,16,,5,16,2.07,18.43,1.76,,15,49
151,2010,4,16,,2,9,1.47,21.14,2.62,,13,23
152,2010,4,17,,1,7,1.26,23.14,3.76,,38,17
153,2010,4,17,,6,4,1.01,40.83,13.5,,45,6
154,2010,4,17,,14,3,2.32,20,1.59,,19,12
155,2010,4,17,,12,15,4.23,23.57,1.21,,28,32
156,2010,4,23,,5,4,1.06,32.86,7.56,,25,25
157,2010,4,23,,14,16,2.04,18.43,1.78,,16,13
158,2010,4,23,,7,6,5.03,24.71,1.15,,24,16
159,2010,4,24,,8,9,3.35,21.14,1.32,,31,33
160,2010,4,24,,18,2,1.55,19.29,2.4,,19,12
161,2010,4,24,,3,12,1.03,35.71,10.64,,51,11
162,2010,4,24,,15,1,1.57,19.29,2.36,,23,10
163,2010,4,30,,8,18,2.78,20.29,1.43,,26,10
164,2010,4,30,,16,6,1.56,19.43,2.4,,42,14
165,2010,5,1,,9,5,1.16,25.57,4.96,,33,27
166,2010,5,1,,2,14,1.85,17.71,1.96,,32,12
167,2010,5,1,,4,1,2.78,20.43,1.42,,36,32
168,2010,5,1,,12,7,2.39,19.43,1.56,,12,33
169,2010,5,1,,3,15,1.28,22,3.59,,27,19
170,2010,5,7,,9,14,1.43,21.43,2.75,,44,21
171,2010,5,7,,3,6,1.27,23.29,3.66,,40,35
172,2010,5,8,,5,18,2.15,19.14,1.69,,19,46
173,2010,5,8,,2,8,1.13,27.29,5.25,,31,3
174,2010,5,8,,12,1,3.43,22,1.3,,14,56
175,2010,5,8,,4,7,1.98,18.67,1.82,,29,14
176,2010,5,8,,15,16,2.7,20.57,1.45,,20,14
177,2010,5,14,,6,2,1.4,21.86,2.91,,40,22
178,2010,5,14,,18,9,1.63,20.29,2.23,,32,16
179,2010,5,14,,15,7,1.14,26.86,5.1,,27,22
180,2010,5,15,,1,5,1.17,25.14,4.73,,30,20
181,2010,5,15,,14,8,1.18,24.14,4.62,,38,36
182,2010,5,15,,4,12,1.14,24.57,5.17,,59,10
183,2010,5,15,,16,3,1.11,27.14,6.23,,38,10
184,2010,5,22,,3,6,1.4,20.71,2.94,,39,24
185,2010,5,22,,16,18,1.32,21.14,3.34,,25,6
186,2010,5,29,,3,16,1.47,20,2.7,,25,17
187,2011,2,18,,9,8,1.13,28.5,5.56,,9,14
188,2011,2,18,,13,18,3.44,22.5,1.31,,0,43
189,2011,2,19,,1,6,2.04,18.92,1.78,,24,22
190,2011,2,19,,2,5,1.67,18.92,2.2,,28,20
191,2011,2,19,,15,4,1.14,27.14,5.21,,24,9
192,2011,2,19,,12,3,5.38,28.17,1.13,,20,24
193,2011,2,20,,14,7,1.17,25,4.74,,21,20
194,2011,2,25,,8,5,2.41,18.92,1.57,,23,13
195,2011,2,25,,13,2,5.68,27.33,1.13,,25,24
196,2011,2,25,,4,3,5.77,28.29,1.12,,23,25
197,2011,2,26,,9,6,0,0,0,,0,0
198,2011,2,26,,18,14,1.36,21.17,3.07,,30,6
199,2011,2,26,,15,1,1.53,18.92,2.49,,26,12
200,2011,2,26,,16,12,1.18,25,4.56,,19,16
201,2011,3,4,,6,18,1.48,19.83,2.62,,33,18
202,2011,3,4,,12,1,2.22,18.79,1.64,,32,41
203,2011,3,5,,5,13,1.13,27.71,5.35,,38,10
204,2011,3,5,,2,14,1.41,20.43,2.85,,25,31
205,2011,3,5,,7,15,2.3,18.83,1.61,,12,39
206,2011,3,5,,16,4,1.17,25.14,4.69,,21,15
207,2011,3,5,,3,8,1.12,28.57,5.83,,28,35
208,2011,3,11,,6,2,1.08,30.25,7.12,,52,10
209,2011,3,11,,13,15,4.66,24.13,1.18,,32,34
210,2011,3,11,,16,8,1.39,20.75,2.95,,18,6
211,2011,3,12,,9,5,1.51,20.25,2.52,,29,26
212,2011,3,12,,7,1,3.28,22.13,1.32,,22,22
213,2011,3,12,,4,12,1.73,18.44,2.09,,20,25
214,2011,3,18,,5,15,1.75,18.94,2.06,,15,9
215,2011,3,18,,14,13,1.08,30.13,7.01,,53,3
216,2011,3,19,,8,6,4.31,24,1.2,,13,44
217,2011,3,19,,1,9,1.55,19.44,2.42,,41,17
218,2011,3,19,,18,4,1.03,33.86,9.54,,3,23
219,2011,3,19,,12,7,1.57,19.31,2.36,,15,27
220,2011,3,19,,3,16,1.52,19.31,2.51,,13,23
221,2011,3,25,,13,9,4.43,24.25,1.19,,42,25
222,2011,3,26,,14,4,1.07,31.13,7.11,,41,8
223,2011,3,26,,5,1,2.05,18.44,1.77,,13,16
224,2011,3,26,,2,18,2.26,19.19,1.63,,22,29
225,2011,3,26,,16,7,1.18,24.75,4.59,,51,16
226,2011,3,26,,3,12,1.16,26,4.89,,30,23
227,2011,3,27,,6,15,1.18,23.5,4.53,,44,28
228,2011,4,1,,8,2,1.38,20.78,2.99,,26,20
229,2011,4,1,,18,5,1.37,21,3.06,,23,16
230,2011,4,2,,1,4,1.01,37.13,12.13,,29,22
231,2011,4,2,,9,3,1.58,18.81,2.33,,14,26
232,2011,4,2,,7,13,1.2,23.75,4.29,,25,26
233,2011,4,2,,12,14,2.9,21,1.4,,25,30
234,2011,4,2,,15,16,1.98,18.5,1.82,,6,16
235,2011,4,8,,8,4,1.13,26.5,5.38,,24,21
236,2011,4,9,,6,3,1.25,22.13,3.78,,27,0
237,2011,4,9,,2,9,1.67,18.56,2.19,,17,16
238,2011,4,9,,7,18,2.78,20.25,1.42,,3,31
239,2011,4,9,,16,14,1.26,21.13,3.72,,6,19
240,2011,4,9,,15,12,1.18,24.5,4.54,,27,3
241,2011,4,15,,5,6,4.18,24.13,1.21,,16,34
242,2011,4,15,,13,8,2.18,18.56,1.68,,18,40
243,2011,4,16,,1,18,1.39,20.75,2.91,,31,17
244,2011,4,16,,14,3,1.36,21.13,3.08,,39,30
245,2011,4,16,,12,16,4.27,23.38,1.2,,19,33
246,2011,4,16,,4,9,1.79,18.86,2.02,,47,50
247,2011,4,17,,2,7,1.32,21.75,3.28,,19,27
248,2011,4,22,,1,13,1.02,36.25,12.06,,40,23
249,2011,4,23,,6,8,1.08,30.13,6.98,,18,26
250,2011,4,23,,14,18,1.46,19.63,2.68,,19,15
251,2011,4,23,,7,3,2.4,18.81,1.55,,26,21
252,2011,4,23,,15,9,1.23,22.86,3.98,,40,24
253,2011,4,23,,12,5,2.37,18.94,1.57,,30,34
254,2011,4,29,,8,1,2.21,18.75,1.66,,10,15
255,2011,4,29,,4,2,1.71,19.14,2.1,,47,36
256,2011,4,30,,9,14,2.35,18.88,1.58,,28,26
257,2011,4,30,,18,13,1.19,25,4.53,,28,9
258,2011,4,30,,7,6,3.2,20.5,1.34,,30,42
259,2011,4,30,,3,5,1.43,20.38,2.81,,43,27
260,2011,4,30,,16,15,1.49,19.71,2.61,,32,12
261,2011,5,6,,9,1,2.44,19.31,1.54,,11,17
262,2011,5,6,,13,14,6.16,27.75,1.1,,18,33
263,2011,5,6,,12,4,1.84,18,1.96,,19,53
264,2011,5,7,,5,8,1.64,19.44,2.22,,20,7
265,2011,5,7,,18,7,1.35,21.38,3.11,,20,15
266,2011,5,7,,16,6,1.69,19.31,2.13,,14,20
267,2011,5,7,,15,2,1.12,26.71,5.5,,34,16
268,2011,5,13,,8,9,1.89,19,1.91,,13,6
269,2011,5,13,,14,1,1.6,18.63,2.31,,37,31
270,2011,5,14,,5,16,2.23,18.81,1.64,,30,23
271,2011,5,14,,2,12,1.12,26.13,5.8,,20,29
272,2011,5,14,,3,13,1.02,33.63,11.44,,47,10
273,2011,5,14,,4,6,4.7,26.14,1.17,,33,20
274,2011,5,20,,1,16,1.4,20.5,2.87,,26,28
275,2011,5,21,,6,5,1.24,22.75,3.9,,25,19
276,2011,5,21,,18,12,1.08,29.5,6.79,,29,12
277,2011,5,21,,7,2,1.38,20.5,2.97,,13,13
278,2011,5,21,,4,13,1.07,28.71,7.21,,41,21
279,2011,5,21,,15,3,1.68,19.14,2.17,,23,32
280,2011,5,27,,9,7,1.1,27,6.44,,34,28
281,2011,5,28,,8,12,1.11,26.75,5.92,,22,26
282,2011,5,28,,2,16,3.48,22,1.29,,3,16
283,2011,5,28,,15,18,1.45,20.86,2.72,,26,21
284,2011,5,28,,3,4,1.25,22.57,3.79,,32,21
285,2011,5,29,,14,6,2.17,18,1.68,,17,16
286,2011,6,3,,8,7,1.28,22.29,3.52,,14,21
287,2011,6,3,,13,16,6.14,27.5,1.11,,3,40
288,2011,6,3,,3,18,1.26,22.13,3.75,,23,17
289,2011,6,4,,9,12,1.16,24.25,4.87,,38,27
290,2011,6,4,,1,5,1.34,21.38,3.23,,11,16
291,2011,6,4,,14,2,1.07,31.75,7.06,,14,22
292,2011,6,4,,4,15,2.21,18.57,1.66,,18,23
293,2011,6,10,,5,9,1.45,20.44,2.68,,18,18
294,2011,6,10,,2,13,1.21,24.63,4.23,,32,17
295,2011,6,11,,6,1,1.31,22.38,3.33,,23,16
296,2011,6,11,,18,8,1.33,22.25,3.22,,33,7
297,2011,6,11,,7,14,2.54,20.5,1.49,,21,24
298,2011,6,11,,12,15,3.66,23,1.26,,30,30
299,2011,6,11,,16,3,1.55,19.19,2.42,,16,19
300,2011,6,17,,1,8,1.18,24.25,4.49,,33,16
301,2011,6,17,,13,7,2.77,20.63,1.43,,24,27
302,2011,6,18,,5,14,1.73,19.06,2.07,,11,19
303,2011,6,18,,6,9,1.27,22.63,3.65,,16,9
304,2011,6,18,,18,2,1.26,22.25,3.77,,41,7
305,2011,6,18,,3,15,1.34,21.43,3.15,,23,26
306,2011,6,18,,4,16,3.25,21.29,1.33,,34,44
307,2011,6,24,,1,18,1.27,22.71,3.56,,26,13
308,2011,6,25,,6,15,1.13,26.25,5.34,,36,8
309,2011,7,2,,14,1,2.88,20.57,1.41,,30,13
310,2011,7,2,,16,6,2.15,18.36,1.71,,10,29
311,2011,7,9,,14,6,2.43,18.5,1.58,,18,13
312,2012,2,24,,1,6,1.68,19.43,2.21,,18,19
313,2012,2,24,,2,7,1.6,19.81,2.35,,19,17
314,2012,2,24,,3,15,1.74,19.02,2.13,,18,13
315,2012,2,25,,5,8,1.36,20.75,3.21,,19,23
316,2012,2,25,,18,14,1.89,19.22,1.94,,21,25
317,2012,2,25,,16,9,1.19,22.83,4.66,,39,26
318,2012,2,25,,12,4,1.56,19.52,2.46,,27,25
319,2012,3,2,,5,1,2.54,20.2,1.52,,29,14
320,2012,3,2,,13,18,3.06,22.2,1.38,,19,35
321,2012,3,2,,12,9,1.61,20,2.33,,28,30
322,2012,3,3,,8,6,2.99,21.8,1.39,,27,24
323,2012,3,3,,14,7,1.18,26.2,4.63,,35,20
324,2012,3,3,,4,3,2.29,20.27,1.63,,19,51
325,2012,3,3,,16,15,1.49,20.69,2.63,,15,12
326,2012,3,9,,6,5,1.41,20.6,2.88,,19,24
327,2012,3,9,,7,9,1.82,18.77,2.01,,19,46
328,2012,3,10,,2,4,1.32,22.33,3.38,,24,23
329,2012,3,10,,8,18,1.69,19.25,2.19,,18,17
330,2012,3,10,,14,13,1.12,26.3,5.81,,11,6
331,2012,3,10,,15,12,1.19,25.17,4.52,,32,20
332,2012,3,10,,3,1,1.42,20.68,2.86,,23,29
333,2012,3,16,,5,2,1.13,26.45,5.55,,29,22
334,2012,3,16,,16,1,1.4,22.18,2.94,,27,17
335,2012,3,17,,9,8,2.02,19.73,1.81,,17,19
336,2012,3,17,,18,7,1.14,26.09,5.29,,20,21
337,2012,3,17,,15,14,1.58,20,2.4,,27,22
338,2012,3,18,,13,4,1.56,21.13,2.43,,26,33
339,2012,3,23,,1,9,1.53,20.69,2.5,,25,26
340,2012,3,23,,13,7,2.06,19.36,1.77,,30,29
341,2012,3,24,,18,15,1.62,20.45,2.29,,34,30
342,2012,3,24,,6,4,1.07,34.93,7.43,,28,21
343,2012,3,24,,2,8,2.31,20.56,1.61,,33,26
344,2012,3,24,,3,14,1.28,23.34,3.59,,61,8
345,2012,3,24,,12,16,3.53,22.91,1.29,,19,24
346,2012,3,30,,8,13,1.31,22.8,3.37,,43,12
347,2012,3,31,,9,4,1.27,24.41,3.63,,38,47
348,2012,3,31,,5,18,1.49,21.33,2.59,,30,13
349,2012,3,31,,2,15,2.12,19.79,1.71,,26,29
350,2012,3,31,,7,14,2.05,19.54,1.75,,45,19
351,2012,3,31,,12,6,3.46,23.52,1.29,,13,23
352,2012,3,31,,16,3,1.57,20.28,2.38,,20,17
353,2012,4,5,,13,1,3.37,23,1.31,,34,23
354,2012,4,6,,9,15,1.97,18.98,1.84,,42,18
355,2012,4,6,,14,2,1.68,20.57,2.18,,20,13
356,2012,4,6,,7,5,2.73,20.36,1.46,,12,20
357,2012,4,7,,8,16,1.82,19.39,1.99,,6,21
358,2012,4,7,,4,12,1.44,21.66,2.77,,26,5
359,2012,4,7,,3,6,1.69,19.84,2.16,,32,30
360,2012,4,13,,1,15,1.67,20.05,2.19,,23,29
361,2012,4,13,,7,18,2.31,19.95,1.61,,18,23
362,2012,4,14,,6,16,1.58,19.49,2.39,,31,24
363,2012,4,14,,2,13,1.47,21.09,2.66,,37,6
364,2012,4,14,,4,5,2.08,19.41,1.75,,33,39
365,2012,4,14,,12,3,4.17,25.12,1.21,,18,32
366,2012,4,20,,8,1,1.51,20.55,2.53,,30,27
367,2012,4,20,,14,16,2.1,19.42,1.73,,13,23
368,2012,4,20,,9,6,3.31,22.04,1.33,,14,42
369,2012,4,20,,18,13,1.11,27.96,5.97,,30,21
370,2012,4,21,,15,5,1.69,19.6,2.16,,12,18
371,2012,4,21,,3,2,1.1,27.99,6.18,,36,34
372,2012,4,27,,1,14,1.43,21.71,2.81,,11,23
373,2012,4,27,,12,2,2.16,19.65,1.69,,20,34
374,2012,4,28,,5,9,1.34,22.01,3.2,,33,14
375,2012,4,28,,7,16,2.95,21.88,1.39,,3,17
376,2012,4,28,,4,8,1.8,19.28,2.01,,33,36
377,2012,4,29,,18,6,3.94,22,1.26,,33,37
378,2012,5,4,,9,1,1.5,20.13,2.6,,35,19
379,2012,5,4,,13,3,5.08,28.79,1.15,,35,41
380,2012,5,5,,5,12,1.04,38.58,9.18,,34,21
381,2012,5,5,,2,18,1.83,18.91,1.98,,23,6
382,2012,5,5,,15,8,1.45,21.33,2.74,,28,16
383,2012,5,5,,4,7,1.32,23.13,3.32,,17,13
384,2012,5,6,,6,14,1.15,27.82,5.01,,15,11
385,2012,5,11,,1,12,1.21,24.64,4.25,,25,3
386,2012,5,11,,18,3,1.89,19.15,1.91,,24,27
387,2012,5,12,,8,9,1.61,20.18,2.3,,20,26
388,2012,5,12,,13,6,5.84,29.29,1.12,,28,19
389,2012,5,12,,15,7,1.15,27.41,5.08,,53,11
390,2012,5,12,,16,4,1.19,25.66,4.56,,16,14
391,2012,5,13,,14,5,1.95,18.61,1.86,,42,27
392,2012,5,18,,9,2,1.44,21.32,2.79,,25,37
393,2012,5,19,,8,3,1.97,18.57,1.85,,16,11
394,2012,5,19,,6,1,1.17,25.19,4.83,,59,12
395,2012,5,19,,14,12,1.05,32.72,8.28,,34,20
396,2012,5,19,,4,15,2.32,19.64,1.61,,20,34
397,2012,5,19,,16,18,1.27,23.03,3.7,,19,13
398,2012,5,20,,7,13,1.89,18.67,1.93,,31,32
399,2012,5,25,,5,3,1.44,21.38,2.76,,28,22
400,2012,5,26,,9,13,1.22,25.12,4.08,,66,24
401,2012,5,26,,1,8,2.5,20.2,1.53,,20,27
402,2012,5,26,,2,14,1.9,18.97,1.93,,12,13
403,2012,5,26,,7,12,1.36,22.59,3.12,,17,11
404,2012,5,26,,4,18,1.66,19.78,2.22,,35,34
405,2012,5,26,,15,16,1.73,19.27,2.11,,25,20
406,2012,6,1,,6,8,1.2,24.39,4.35,,51,18
407,2012,6,1,,13,2,3.98,23.16,1.23,,19,27
408,2012,6,2,,1,5,3.96,22.95,1.24,,34,41
409,2012,6,2,,18,9,1.7,19.15,2.17,,12,33
410,2012,6,2,,12,15,5.08,26.9,1.15,,38,28
411,2012,6,2,,3,16,1.55,20.05,2.46,,14,19
412,2012,6,29,,8,5,2.28,19.83,1.62,,21,27
413,2012,6,29,,13,14,3.91,23.95,1.24,,17,32
414,2012,6,30,,6,9,1.16,26.57,4.96,,22,23
415,2012,6,30,,7,2,2.66,21.86,1.47,,17,28
416,2012,6,30,,16,12,1.08,30.52,7.21,,27,17
417,2012,6,30,,3,4,1.14,27.53,5.3,,40,24
418,2012,7,6,,5,6,2.02,19.5,1.79,,21,28
419,2012,7,6,,14,8,1.28,23.29,3.61,,19,13
420,2012,7,6,,15,3,1.76,19.2,2.06,,32,10
421,2012,7,7,,1,7,1.08,30.27,6.92,,32,9
422,2012,7,7,,18,2,1.89,19.44,1.91,,15,19
423,2012,7,7,,4,16,3.36,23.25,1.31,,6,13
424,2012,7,7,,12,13,1.27,23.82,3.67,,37,32
425,2012,7,13,,9,5,2.42,21.34,1.56,,28,25
426,2012,7,14,,2,1,1.34,22.29,3.25,,16,30
427,2012,7,14,,6,7,1.01,38.91,13.83,,38,24
428,2012,7,14,,14,18,1.24,23.68,3.95,,32,16
429,2012,7,14,,16,13,1.04,34.08,9.51,,26,21
430,2012,7,14,,15,4,1.1,29.36,6.2,,34,15
431,2012,7,14,,3,12,1.06,32.37,8.1,,37,20
432,2012,7,21,,6,3,1.18,24.5,4.79,,28,13
433,2012,7,21,,14,15,1.49,20.04,2.65,,17,30
434,2012,7,27,,5,6,2.41,19.53,1.58,,20,17
435,2012,7,28,,16,15,1.54,20.19,2.46,,19,26
436,2012,8,4,,5,15,1.39,20.29,3.06,,37,6
437,2013,2,15,,13,7,1.34,22.08,3.27,,30,23
438,2013,2,16,,2,14,1.56,20.04,2.46,,24,6
439,2013,2,22,,8,5,1.74,19.5,2.11,,27,41
440,2013,2,22,,13,2,2.98,21.48,1.4,,13,30
441,2013,2,22,,3,16,1.98,18.52,1.85,,25,17
442,2013,2,23,,9,1,1.39,21.45,3.04,,20,34
443,2013,2,23,,14,18,1.77,18.3,2.08,,25,17
444,2013,2,23,,4,15,3.01,20.35,1.4,,22,29
445,2013,2,23,,11,7,4.54,25.56,1.19,,22,10
446,2013,3,1,,1,6,2.53,21.2,1.52,,34,15
447,2013,3,1,,18,13,1.19,25.33,4.64,,31,26
448,2013,3,1,,14,9,1.52,21.11,2.56,,18,12
449,2013,3,2,,5,4,1.07,31.16,8.03,,45,3
450,2013,3,2,,3,7,1.08,30.05,7.36,,36,26
451,2013,3,2,,15,16,1.56,20.02,2.44,,12,6
452,2013,3,8,,9,6,2.48,20.78,1.54,,29,28
453,2013,3,8,,13,14,3.16,22.22,1.36,,13,23
454,2013,3,9,,8,4,1.11,29.44,6.23,,19,36
455,2013,3,9,,2,18,1.36,22.11,3.1,,35,6
456,2013,3,9,,16,5,1.8,19.03,2.04,,36,34
