gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awaywinodds,overtime,homescore,awayscore
1008,2014,3,8,,6,14,1.28,22,3.69,0,28,22
1009,2014,3,8,,5,7,1.48,19.88,2.66,-1,22,23
1010,2014,3,8,,3,11,1.8,18.33,2.05,0,30,8
1011,2014,3,9,,13,9,2.41,19.38,1.58,0,36,16
1012,2014,3,9,,12,15,1.77,18.83,2.05,0,44,24
1013,2014,3,10,,16,10,1.75,19.23,2.1,0,12,18
1014,2014,3,14,,8,6,2.12,18.25,1.73,0,16,12
1015,2014,3,14,,5,1,2.94,20.7,1.41,0,14,12
1016,2014,3,15,,4,13,1.25,23.7,3.99,0,56,4
1017,2014,3,15,,7,3,1.29,22.48,3.55,0,18,17
1018,2014,3,15,,9,12,1.33,21.78,3.4,0,12,31
1019,2014,3,16,,11,14,1.56,20.7,2.45,0,20,26
1020,2014,3,16,,10,15,1.28,22.88,3.65,0,12,42
1021,2014,3,17,,2,16,1.23,22.72,4.14,0,42,4
1022,2014,3,21,,8,4,2.69,19.92,1.46,0,26,30
1023,2014,3,21,,15,1,4.35,25.31,1.2,0,25,16
1024,2014,3,22,,6,9,1.34,21.36,3.16,0,16,20
1025,2014,3,22,,16,12,2.5,19.58,1.53,0,12,14
1026,2014,3,22,,3,2,1.6,19.47,2.35,0,18,16
1027,2014,3,23,,14,10,1.43,19.64,2.82,0,12,24
1028,2014,3,23,,5,13,1.18,24.75,4.55,0,22,18
1029,2014,3,24,,7,11,1.24,21.31,3.98,0,28,20
1030,2014,3,28,,12,8,1.76,18.58,2.09,0,20,36
1031,2014,3,28,,4,5,1.45,20.48,2.77,0,0,8
1032,2014,3,29,,2,7,2.55,20.38,1.52,0,40,12
1033,2014,3,29,,13,3,2.13,18.68,1.73,0,32,16
1034,2014,3,29,,9,15,1.47,19.69,2.69,0,42,18
1035,2014,3,30,,11,16,1.42,21.25,2.87,0,30,0
1036,2014,3,30,,1,14,1.29,21.32,3.64,0,18,30
1037,2014,3,31,,10,6,2.37,20.25,1.6,0,13,12
1038,2014,4,4,,8,13,1.35,21.53,3.16,0,18,25
1039,2014,4,4,,4,2,1.39,21.35,3,0,8,9
1040,2014,4,5,,12,1,2.3,19.08,1.62,0,6,26
1041,2014,4,5,,3,14,1.46,19.89,2.7,0,12,6
1042,2014,4,5,,16,9,2.33,20.15,1.61,0,37,6
1043,2014,4,6,,15,5,2.59,19.84,1.5,0,34,18
1044,2014,4,6,,7,10,1.25,22.42,3.86,0,26,28
1045,2014,4,7,,6,11,1.46,20.28,2.73,0,28,2
1046,2014,4,11,,10,8,2.09,18.03,1.74,0,12,8
1047,2014,4,11,,3,1,2.25,19.03,1.64,0,2,18
1048,2014,4,12,,15,6,2.08,18.25,1.75,0,16,4
1049,2014,4,12,,13,4,2.82,20.03,1.43,0,14,12
1050,2014,4,12,,14,11,1.63,18.89,2.28,0,12,26
1051,2014,4,13,,5,16,1.24,22.69,3.98,0,24,4
1052,2014,4,13,,9,2,2.02,17.81,1.8,0,20,21
1053,2014,4,14,,7,12,1.32,22.47,3.27,0,28,24
1054,2014,4,18,,5,6,1.44,21.45,2.78,0,26,21
1055,2014,4,18,,11,8,1.62,19.8,2.3,0,6,32
1056,2014,4,18,,1,2,1.79,17.73,2.06,0,14,15
1057,2014,4,19,,16,4,3.05,21.15,1.37,0,18,24
1058,2014,4,19,,12,9,1.55,20.3,2.46,0,20,10
1059,2014,4,20,,14,7,2.25,19.63,1.64,0,24,22
1060,2014,4,21,,3,10,1.63,20.13,2.29,0,14,12
1061,2014,4,21,,13,15,1.43,21.03,2.81,0,18,21
1062,2014,4,25,,8,1,2.01,18.03,1.84,0,26,28
1063,2014,4,25,,7,9,1.37,21.33,3.1,0,10,16
1064,2014,4,25,,12,4,2.86,19.93,1.43,0,14,34
1065,2014,4,26,,2,11,1.4,20.4,2.94,0,16,12
1066,2014,4,26,,6,13,1.47,20.63,2.73,0,42,14
1067,2014,4,26,,16,3,1.74,18.75,2.11,0,24,20
1068,2014,4,27,,15,10,1.77,18.93,2.06,0,6,22
1069,2014,4,27,,5,14,1.42,20.13,2.86,0,54,18
1070,2014,5,9,,6,8,1.74,18.25,2.1,0,27,14
1071,2014,5,9,,4,15,1.18,24.33,4.77,0,30,6
1072,2014,5,10,,7,5,1.5,20.03,2.62,0,22,19
1073,2014,5,10,,10,1,2.53,19.73,1.53,0,18,40
1074,2014,5,10,,9,14,1.45,20.13,2.73,0,54,12
1075,2014,5,11,,12,2,2.74,20.2,1.45,0,6,38
1076,2014,5,11,,11,3,1.59,19.4,2.36,0,10,32
1077,2014,5,12,,13,16,1.58,19.83,2.41,0,42,24
1078,2014,5,16,,8,10,1.31,20.23,3.55,0,22,8
1079,2014,5,16,,1,7,1.45,19.73,2.81,0,14,27
1080,2014,5,17,,6,4,2,18.05,1.84,0,42,10
1081,2014,5,17,,16,15,1.74,18.68,2.12,0,20,22
1082,2014,5,17,,13,12,1.54,19.93,2.5,0,36,0
1083,2014,5,18,,14,3,2.22,19.05,1.67,0,20,26
1084,2014,5,18,,2,9,1.73,18.81,2.14,0,16,12
1085,2014,5,19,,5,11,1.22,22.18,4.28,0,15,14
1086,2014,5,23,,2,4,2.88,20.63,1.42,0,12,32
1087,2014,5,24,,15,8,2.09,18.33,1.75,0,14,16
1088,2014,5,24,,10,9,3.52,21.53,1.3,0,16,24
1089,2014,5,25,,14,6,1.45,20.83,2.72,0,42,12
1090,2014,5,26,,16,1,3.69,22.14,1.28,0,0,18
1091,2014,5,30,,3,13,1.45,20.78,2.75,0,38,12
1092,2014,5,31,,6,7,1.18,23.57,4.89,0,22,0
1093,2014,5,31,,4,14,1.16,25.15,5.04,0,26,12
1094,2014,6,1,,8,5,1.83,18.63,2,0,36,10
1095,2014,6,1,,9,11,1.35,21.53,3.2,0,38,18
1096,2014,6,2,,1,12,1.17,25.19,4.89,0,29,10
1097,2014,6,6,,5,2,1.67,19.05,2.24,0,32,10
1098,2014,6,6,,13,6,2.05,19.35,1.78,0,18,16
1099,2014,6,7,,1,9,1.46,21.08,2.69,0,34,18
1100,2014,6,7,,12,16,1.38,21.08,3.02,0,30,0
1101,2014,6,7,,10,3,2.08,19.15,1.77,0,14,36
1102,2014,6,8,,7,4,4.01,23.13,1.24,0,12,32
1103,2014,6,8,,11,15,1.92,17.8,1.92,0,20,23
1104,2014,6,9,,14,8,2.37,20.23,1.58,0,4,28
1105,2014,6,13,,1,15,1.36,23.03,3.14,0,32,10
1106,2014,6,14,,4,11,1.14,25.03,5.55,0,29,12
1107,2014,6,14,,3,12,1.18,24.48,4.83,0,18,14
1108,2014,6,15,,2,13,1.51,20.33,2.55,0,12,22
1109,2014,6,16,,10,7,1.47,20.43,2.7,0,20,24
1110,2014,6,20,,14,2,2.35,19.8,1.6,0,14,22
1111,2014,6,21,,16,5,3.13,22.23,1.36,0,0,26
1112,2014,6,21,,9,8,1.41,20.15,2.88,0,19,10
1113,2014,6,22,,10,12,1.64,18.88,2.27,0,18,19
1114,2014,6,22,,7,13,1.6,19.4,2.36,0,46,20
1115,2014,6,23,,11,6,1.62,19.83,2.32,0,36,28
1116,2014,6,27,,8,16,1.21,23.4,4.3,0,22,24
1117,2014,6,27,,5,4,1.81,18.25,2.03,0,24,16
1118,2014,6,28,,6,1,2.76,20.33,1.45,0,20,18
1119,2014,6,28,,15,14,1.25,22.78,3.9,0,19,18
1120,2014,6,29,,13,11,1.45,20.23,2.75,0,10,16
1121,2014,6,29,,9,3,1.58,19.63,2.4,0,30,20
1122,2014,6,30,,12,7,2.57,19.93,1.51,0,24,12
1123,2014,7,4,,2,5,3.68,21.68,1.28,0,23,16
1124,2014,7,5,,4,16,1.04,35.5,9.83,0,28,30
1125,2014,7,5,,12,6,1.26,22.53,3.78,0,27,24
1126,2014,7,6,,15,3,3.11,21.85,1.37,0,10,26
1127,2014,7,7,,1,10,1.13,27.56,5.83,0,10,14
1128,2014,7,11,,5,15,1.22,22.73,4.24,0,40,8
1129,2014,7,12,,7,2,1.42,20.8,2.84,0,4,6
1130,2014,7,12,,9,13,1.23,22.75,4.14,0,48,0
1131,2014,7,13,,16,11,2,20.35,1.81,0,18,31
1132,2014,7,13,,10,14,1.59,20.68,2.33,0,20,36
1133,2014,7,14,,3,8,1.6,20.65,2.36,0,35,34
1134,2014,7,18,,16,6,2.43,20.03,1.56,0,18,36
1135,2014,7,18,,13,1,2.75,20.13,1.45,0,12,32
1136,2014,7,19,,8,9,1.91,19.8,1.9,0,28,22
1137,2014,7,19,,7,14,1.21,25.55,4.27,0,28,14
1138,2014,7,19,,4,3,1.27,23.68,3.66,0,32,12
1139,2014,7,20,,15,2,3.06,21.55,1.37,0,46,18
1140,2014,7,20,,11,10,1.23,22.23,4.22,0,8,22
1141,2014,7,21,,12,5,2.75,20.93,1.45,0,12,21
1142,2014,7,25,,8,7,1.82,19.4,2.02,0,8,30
1143,2014,7,25,,11,4,4.21,23.78,1.22,0,16,12
1144,2014,7,26,,2,6,1.55,20.43,2.46,0,12,20
1145,2014,7,26,,10,13,1.74,19.6,2.11,0,18,24
1146,2014,7,26,,3,16,1.27,22.13,3.67,0,16,18
1147,2014,7,27,,15,12,1.68,19.83,2.22,0,12,28
1148,2014,7,27,,9,5,2.15,19.53,1.72,0,12,22
1149,2014,7,28,,14,1,3.49,22.23,1.3,0,18,34
1150,2014,8,1,,2,3,1.44,21.08,2.8,0,16,22
1151,2014,8,1,,5,8,1.35,22.06,3.19,0,16,4
1152,2014,8,2,,4,12,1.36,22.28,3.11,0,30,22
1153,2014,8,2,,6,10,1.23,23.97,4.05,0,28,8
1154,2014,8,2,,16,13,2.12,20.22,1.73,0,12,32
1155,2014,8,3,,1,11,1.32,21.94,3.38,0,50,10
1156,2014,8,3,,14,9,2.3,20.97,1.62,0,18,54
1157,2014,8,4,,15,7,3.71,22.25,1.27,0,6,28
1158,2014,8,8,,8,2,1.81,19.69,2.02,0,41,10
1159,2014,8,8,,1,5,2,19.89,1.82,0,23,4
1160,2014,8,9,,13,14,1.22,25.25,4.23,0,18,10
1161,2014,8,9,,6,15,1.1,32.28,6.83,0,64,6
1162,2014,8,9,,11,7,4.25,23.92,1.22,0,32,30
1163,2014,8,10,,12,3,1.55,20.14,2.48,0,4,16
1164,2014,8,10,,9,16,1.14,28.89,5.55,0,16,12
1165,2014,8,11,,4,10,1.29,23.08,3.57,0,26,18
1166,2014,8,14,,1,8,1.35,23.06,3.21,0,42,16
1167,2014,8,15,,13,2,1.81,20.19,2.03,0,16,18
1168,2014,8,16,,15,4,4.32,26.06,1.21,0,4,48
1169,2014,8,16,,7,16,1.08,33.03,7.54,0,48,6
1170,2014,8,16,,14,12,2.22,20.89,1.67,0,16,34
1171,2014,8,17,,10,5,3.69,24.94,1.28,0,12,15
1172,2014,8,17,,11,9,2.35,21.53,1.61,0,28,22
1173,2014,8,18,,3,6,2,19.19,1.85,0,23,22
1174,2014,8,21,,2,15,1.15,28.78,5.36,0,30,10
1175,2014,8,22,,13,5,2.71,21.66,1.49,0,22,12
1176,2014,8,23,,1,6,1.36,22.36,3.21,0,10,22
1177,2014,8,23,,8,11,1.24,24.75,3.92,0,48,6
1178,2014,8,24,,12,10,1.34,21.89,3.27,0,34,6
1179,2014,8,24,,16,14,2.3,21.28,1.64,0,12,22
1180,2014,8,24,,9,4,2.16,21.53,1.71,0,12,46
1181,2014,8,25,,3,7,2.83,21.78,1.43,0,10,24
1182,2014,8,28,,2,1,3.43,22.48,1.32,0,14,21
1183,2014,8,29,,8,12,1.42,21.79,2.91,0,30,22
1184,2014,8,30,,4,7,1.55,20.96,2.5,0,24,12
1185,2014,8,30,,14,15,1.42,22.13,2.91,0,27,12
1186,2014,8,30,,11,13,2.37,20.56,1.61,0,42,12
1187,2014,8,31,,5,3,1.2,25,4.53,0,26,25
1188,2014,8,31,,9,10,1.13,28.21,5.85,0,42,0
1189,2014,9,1,,6,16,1.01,47.4,15.26,-1,20,19
1190,2014,9,4,,4,1,1.58,20.44,2.43,0,22,18
1191,2014,9,5,,7,8,1.33,22.21,3.37,0,22,12
1192,2014,9,6,,6,5,1.49,20.98,2.67,0,30,16
1193,2014,9,6,,14,13,2.82,21.67,1.43,0,33,20
1194,2014,9,6,,15,16,1.41,21.52,2.89,0,26,10
1195,2014,9,7,,3,9,1.74,20.04,2.11,0,22,6
1196,2014,9,7,,10,2,3.55,23.02,1.3,-1,19,18
1197,2014,9,7,,11,12,1.56,21,2.47,0,40,10
1198,2014,9,12,,5,1,2.85,21.67,1.43,0,24,40
1199,2014,9,13,,6,8,1.39,21.54,3.05,0,32,20
1200,2014,9,13,,4,3,1.26,24.63,3.79,0,18,19
1201,2014,9,14,,7,2,1.33,22.88,3.35,0,4,28
1202,2014,9,19,,4,6,1.43,21.71,2.84,0,31,30
1203,2014,9,20,,5,2,2.36,20.6,1.61,-1,17,18
1204,2014,9,26,,1,4,1.71,19.23,2.22,0,32,22
1205,2014,9,27,,3,2,2.06,18.9,1.79,0,12,18
1206,2014,10,5,,1,2,1.36,21.83,3.27,0,30,6
1207,2015,3,5,,8,1,2.29,21.57,1.66,0,6,36
1208,2015,3,6,,13,5,1.93,19.89,1.94,0,42,12
1209,2015,3,7,,6,4,1.73,21.17,2.17,0,4,28
1210,2015,3,7,,10,15,2.65,22.18,1.5,0,18,19
1211,2015,3,7,,11,9,1.74,19.79,2.17,0,24,14
1212,2015,3,8,,16,14,1.39,22.95,3.06,0,20,24
1213,2015,3,8,,3,2,2.02,20.37,1.85,0,24,18
1214,2015,3,9,,12,7,2.3,21.29,1.66,0,4,12
1215,2015,3,13,,16,8,1.91,22.06,1.93,0,2,10
1216,2015,3,13,,2,13,1.66,21.01,2.29,0,32,12
1217,2015,3,14,,6,11,1.37,22.94,3.22,0,14,16
1218,2015,3,14,,5,7,2.3,20.51,1.66,0,24,22
1219,2015,3,14,,3,10,1.22,25.77,4.41,0,40,0
1220,2015,3,15,,14,9,2.14,20.86,1.75,0,6,18
1221,2015,3,15,,1,4,1.75,20.38,2.14,0,34,26
1222,2015,3,16,,15,12,1.53,22.4,2.56,0,22,4
1223,2015,3,20,,8,6,1.99,19.89,1.89,0,44,22
1224,2015,3,20,,5,2,2.46,20.69,1.57,0,12,16
1225,2015,3,21,,7,16,1.3,23.93,3.63,0,36,18
1226,2015,3,21,,14,12,1.59,21.89,2.45,0,20,22
1227,2015,3,21,,9,13,1.39,22.69,3.09,0,29,16
1228,2015,3,22,,10,11,2.27,21.3,1.67,0,18,20
1229,2015,3,22,,1,15,1.21,27.1,4.47,0,20,6
1230,2015,3,23,,4,3,1.41,20.63,3.07,0,20,12
1231,2015,3,27,,13,1,3.39,23.51,1.34,0,29,16
1232,2015,3,27,,15,2,3.39,23.41,1.34,-1,24,25
1233,2015,3,28,,12,5,2.43,21.36,1.59,0,12,4
1234,2015,3,28,,16,10,1.48,21.94,2.72,0,22,24
1235,2015,3,28,,11,3,1.87,19.7,2,0,26,14
1236,2015,3,29,,4,14,1.14,32.41,5.7,0,34,6
1237,2015,3,29,,9,8,1.71,20.7,2.21,0,16,24
1238,2015,3,30,,6,7,1.79,20.31,2.09,-1,18,17
1239,2015,4,3,,10,8,2.45,21.86,1.56,0,16,26
1240,2015,4,3,,2,1,2.31,21.18,1.64,0,17,18
1241,2015,4,4,,11,12,1.37,23.07,3.14,0,0,13
1242,2015,4,4,,5,14,1.63,21.83,2.33,0,16,29
1243,2015,4,5,,4,16,1.19,28.33,4.71,0,12,20
1244,2015,4,6,,3,6,1.59,21.61,2.4,0,10,30
1245,2015,4,6,,7,9,1.41,22.72,2.97,0,30,14
1246,2015,4,6,,13,15,1.99,20.52,1.85,0,6,22
1247,2015,4,10,,8,4,2.29,20.55,1.65,-1,22,18
1248,2015,4,10,,16,11,1.75,20.41,2.11,0,22,6
1249,2015,4,11,,3,5,1.41,22.29,2.93,0,22,12
1250,2015,4,11,,9,15,1.41,22.12,2.97,0,32,22
1251,2015,4,11,,13,10,1.4,21.96,3.02,0,16,38
1252,2015,4,12,,12,2,1.87,20.13,1.97,0,31,6
1253,2015,4,12,,14,7,2.4,21.41,1.61,0,10,14
1254,2015,4,13,,1,6,1.93,21.27,1.91,0,12,30
1255,2015,4,17,,2,5,1.67,20.61,2.27,0,28,16
1256,2015,4,17,,12,8,2.26,20.94,1.69,0,12,10
1257,2015,4,18,,7,4,2.2,20.63,1.71,0,17,16
1258,2015,4,18,,6,9,1.33,22.41,3.42,0,28,24
1259,2015,4,18,,10,3,1.72,21.06,2.19,0,32,6
1260,2015,4,19,,11,13,1.48,22.07,2.74,0,22,28
1261,2015,4,19,,15,14,1.35,23.08,3.32,0,22,30
1262,2015,4,20,,16,1,2.71,19.35,1.49,0,18,10
1263,2015,4,24,,2,15,1.7,21.18,2.22,0,14,38
1264,2015,4,25,,8,13,1.36,23.73,3.22,0,28,16
1265,2015,4,25,,7,5,1.27,26.18,3.83,0,10,12
1266,2015,4,25,,4,12,1.42,22.9,2.95,0,12,14
1267,2015,4,25,,11,6,2.38,22.2,1.6,0,26,26
1268,2015,4,25,,9,10,1.32,23.81,3.48,0,28,32
1269,2015,4,26,,1,14,1.33,24.09,3.38,0,22,30
1270,2015,4,26,,3,16,2.18,20.6,1.73,0,26,18
1271,2015,5,8,,8,3,1.32,23.11,3.43,0,8,5
1272,2015,5,8,,4,15,1.35,23.4,3.27,0,36,4
1273,2015,5,9,,6,2,1.38,22.82,3.12,0,23,16
1274,2015,5,9,,16,9,1.87,21.05,1.98,0,16,20
1275,2015,5,9,,14,10,1.57,22.87,2.45,0,56,16
1276,2015,5,10,,13,7,2.17,21.47,1.72,0,10,28
1277,2015,5,10,,5,11,1.74,21.58,2.13,0,30,10
1278,2015,5,11,,1,12,1.47,22.73,2.77,0,16,10
1279,2015,5,15,,2,4,2.52,21.85,1.56,0,10,24
1280,2015,5,15,,6,8,1.65,20.82,2.32,0,31,20
1281,2015,5,16,,7,1,1.46,21.87,2.78,0,16,12
1282,2015,5,16,,10,16,1.68,20.69,2.26,0,22,23
1283,2015,5,16,,13,9,1.98,21.1,1.87,0,13,17
1284,2015,5,17,,11,15,1.76,20.88,2.13,0,22,12
1285,2015,5,17,,12,14,1.51,21.79,2.64,0,32,18
1286,2015,5,18,,5,3,1.67,21.7,2.28,0,10,11
1287,2015,5,22,,1,13,1.45,23.21,2.84,0,14,12
1288,2015,5,23,,15,6,1.48,22.2,2.76,0,0,8
1289,2015,5,24,,14,2,1.45,21.7,2.84,0,34,41
1290,2015,5,25,,11,8,1.53,21.21,2.6,0,18,31
1291,2015,5,29,,3,13,1.37,23.71,3.2,0,20,26
1292,2015,5,30,,6,5,1.23,25.27,4.26,0,18,14
1293,2015,5,30,,14,8,1.75,20.16,2.14,0,12,24
1294,2015,5,30,,10,1,2.56,21.45,1.53,0,16,22
1295,2015,5,31,,12,16,1.41,23.11,2.96,0,42,6
1296,2015,5,31,,9,11,1.24,25.82,4.09,0,24,20
1297,2015,6,1,,4,7,1.43,22.95,2.92,0,24,2
1298,2015,6,5,,8,5,1.43,22.47,2.91,0,44,10
1299,2015,6,5,,15,10,1.84,20.57,2.03,0,20,27
1300,2015,6,6,,3,7,2.25,20.97,1.69,0,0,20
1301,2015,6,6,,1,9,1.6,20.76,2.43,0,36,4
1302,2015,6,6,,11,14,2.03,19.52,1.83,0,22,44
1303,2015,6,7,,16,4,3.62,22.48,1.3,0,10,4
1304,2015,6,8,,13,6,2.48,21.09,1.56,0,30,36
1305,2015,6,8,,2,12,1.8,19.68,2.1,0,29,16
1306,2015,6,12,,15,1,3.62,21.03,1.31,0,34,6
1307,2015,6,13,,9,4,1.63,20.52,2.35,0,21,25
1308,2015,6,14,,10,2,2.26,21.08,1.68,0,28,14
1309,2015,6,15,,7,13,2.2,19.99,1.73,0,22,26
1310,2015,6,19,,5,15,1.58,21.4,2.48,0,30,20
1311,2015,6,20,,2,3,1.54,21.33,2.55,0,24,12
1312,2015,6,20,,10,9,2.23,20.56,1.69,0,14,36
1313,2015,6,20,,14,6,1.75,20.41,2.14,0,20,21
1314,2015,6,21,,7,8,2.31,20.72,1.65,0,12,14
1315,2015,6,21,,11,16,1.76,21.19,2.12,0,28,30
1316,2015,6,22,,12,4,2.49,20.49,1.57,0,14,19
1317,2015,6,26,,8,11,1.17,28.44,5.14,0,44,22
1318,2015,6,26,,1,5,1.34,22.82,3.42,0,20,8
1319,2015,6,27,,13,12,2.2,20.57,1.71,0,16,12
1320,2015,6,27,,6,16,1.5,22.71,2.68,0,18,24
1321,2015,6,27,,9,14,1.5,21.88,2.68,0,30,8
1322,2015,6,28,,15,3,1.63,20.61,2.36,0,12,35
1323,2015,6,28,,4,10,1.11,31.77,6.52,0,20,10
1324,2015,6,29,,2,7,1.39,20.6,3.16,0,20,4
1325,2015,7,3,,3,1,2.53,21.03,1.55,0,20,6
1326,2015,7,4,,12,6,1.74,21.86,2.13,0,12,18
1327,2015,7,5,,5,16,1.4,22.22,3.04,0,28,16
1328,2015,7,6,,15,13,2.91,21.71,1.43,0,16,28
1329,2015,7,10,,14,11,1.4,23.73,3.06,0,36,22
1330,2015,7,11,,2,8,1.59,22.61,2.44,0,8,16
1331,2015,7,11,,3,4,2.79,22.24,1.46,0,4,24
1332,2015,7,12,,16,12,1.39,21.96,3.12,0,28,8
1333,2015,7,12,,9,7,1.58,21.71,2.45,0,28,14
1334,2015,7,13,,10,5,2.88,22.37,1.44,0,6,38
1335,2015,7,17,,7,3,1.39,21.4,3.17,0,52,10
1336,2015,7,17,,13,2,3.09,22.5,1.4,0,4,28
1337,2015,7,18,,12,1,2.97,22.36,1.42,0,8,24
1338,2015,7,18,,11,10,1.5,19.89,2.7,0,30,2
1339,2015,7,18,,14,16,1.62,20.11,2.4,-1,20,21
1340,2015,7,19,,8,15,1.15,31.32,5.6,0,42,16
1341,2015,7,19,,4,9,1.32,23.5,3.55,0,24,0
1342,2015,7,20,,5,6,1.92,19.21,1.95,0,12,30
1343,2015,7,24,,8,10,1.11,29.72,6.75,0,34,0
1344,2015,7,24,,15,4,6.01,30.54,1.13,0,8,33
1345,2015,7,25,,1,11,1.14,25.87,5.8,0,52,6
1346,2015,7,25,,7,12,1.5,22.26,2.69,0,22,4
1347,2015,7,25,,9,5,1.36,23.47,3.28,0,12,32
1348,2015,7,26,,2,16,1.36,24.46,3.28,0,16,18
1349,2015,7,26,,3,14,1.86,20.55,2.01,0,24,34
1350,2015,7,27,,6,13,1.06,36.32,9.03,0,46,4
1351,2015,7,31,,4,2,1.3,22.9,3.75,0,38,28
1352,2015,7,31,,15,7,3.1,22.71,1.4,0,34,16
1353,2015,8,1,,5,8,2.74,22.42,1.48,0,44,14
1354,2015,8,1,,6,14,1.22,28.39,4.35,0,32,24
1355,2015,8,1,,9,16,1.78,19.94,2.11,0,14,18
1356,2015,8,2,,1,3,1.12,34.36,6.09,0,20,16
1357,2015,8,2,,12,11,1.37,23.06,3.2,0,46,24
1358,2015,8,3,,10,13,1.55,21.44,2.56,0,24,14
1359,2015,8,7,,8,2,1.45,22.03,2.88,0,16,18
1360,2015,8,7,,5,1,2.17,20.24,1.75,0,28,8
1361,2015,8,8,,13,3,2.4,21.13,1.62,0,10,4
1362,2015,8,8,,16,6,2.45,20.99,1.58,0,30,18
1363,2015,8,8,,9,12,2.28,20.42,1.67,0,0,36
1364,2015,8,9,,11,4,5.89,30.94,1.14,0,22,38
1365,2015,8,9,,7,10,1.17,29.8,5.34,0,36,14
1366,2015,8,10,,14,15,1.44,22.41,2.88,0,18,20
1367,2015,8,13,,6,1,1.49,21.95,2.7,0,18,31
1368,2015,8,14,,8,12,1.26,26.95,3.9,0,32,6
1369,2015,8,15,,4,13,1.06,35.61,8.87,0,28,18
1370,2015,8,15,,3,9,1.36,21.9,3.24,0,24,10
1371,2015,8,15,,15,11,1.41,22.34,2.98,0,18,24
1372,2015,8,16,,2,10,1.13,30.56,5.99,0,36,14
1373,2015,8,16,,14,5,2.59,20.82,1.53,0,24,26
1374,2015,8,17,,16,7,1.81,18.59,2.07,0,2,30
1375,2015,8,20,,12,3,1.41,20.99,3,0,19,12
1376,2015,8,21,,1,2,1.92,18.52,1.94,0,18,32
1377,2015,8,22,,4,8,1.48,21.67,2.71,0,12,10
1378,2015,8,22,,9,6,4.64,25.95,1.2,0,16,50
1379,2015,8,22,,16,15,1.44,22.16,2.88,0,40,18
1380,2015,8,23,,5,13,1.09,29.65,7.42,0,16,20
1381,2015,8,23,,10,14,3.01,21.14,1.41,0,28,12
1382,2015,8,24,,7,11,1.11,29.8,6.4,0,6,20
1383,2015,8,27,,1,8,2.2,20.74,1.71,0,12,47
1384,2015,8,28,,5,4,1.96,19.08,1.9,0,10,46
1385,2015,8,29,,7,6,1.73,20.08,2.18,0,14,6
1386,2015,8,29,,11,2,3.06,21.25,1.38,0,18,20
1387,2015,8,29,,13,16,2.59,21.6,1.53,0,28,35
1388,2015,8,30,,10,12,3.31,21.05,1.36,0,28,26
1389,2015,8,30,,15,9,1.29,22.93,3.78,0,50,16
1390,2015,8,31,,14,3,1.48,21.65,2.73,0,34,18
1391,2015,9,3,,8,7,1.73,20.97,2.17,0,8,15
1392,2015,9,4,,4,1,1.32,23.32,3.54,0,30,0
1393,2015,9,5,,6,10,1.16,26.27,5.39,0,42,12
1394,2015,9,5,,12,15,1.75,21.15,2.13,-1,32,30
1395,2015,9,5,,3,11,2.68,21.78,1.5,0,30,12
1396,2015,9,6,,2,9,1.07,37.42,8.05,0,26,22
1397,2015,9,6,,16,5,1.46,22.15,2.85,-1,12,14
1398,2015,9,6,,13,14,1.57,21.3,2.5,0,24,28
1399,2015,9,11,,4,7,1.37,36.92,3.24,0,18,20
1400,2015,9,12,,8,6,1.74,19.11,2.18,0,16,12
1401,2015,9,12,,2,12,1.35,23.56,3.29,-1,11,10
1402,2015,9,13,,16,1,1.68,18.54,2.3,0,28,12
1403,2015,9,18,,4,2,1.39,21.16,3.15,0,38,12
1404,2015,9,19,,6,16,1.38,23.21,3.15,0,39,0
1405,2015,9,25,,8,4,2.14,20.66,1.75,0,31,12
1406,2015,9,26,,7,6,2.08,19.47,1.81,0,12,32
1407,2015,10,4,,8,6,1.92,19,1.97,-1,16,17
1408,2016,3,3,,13,8,2.61,21.99,1.53,0,4,17
1409,2016,3,4,,5,2,1.6,21.68,2.42,0,6,28
1410,2016,3,5,,6,16,1.41,23.6,3.01,0,20,14
1411,2016,3,5,,15,9,3.1,23.61,1.39,0,34,26
1412,2016,3,5,,14,3,1.56,21.21,2.52,0,30,22
1413,2016,3,6,,10,11,1.88,20.88,1.99,0,30,12
1414,2016,3,6,,4,1,2.05,21.12,1.81,0,10,42
1415,2016,3,7,,7,12,1.4,21.25,3.1,0,18,16
1416,2016,3,10,,3,2,2.37,21.22,1.63,0,16,18
1417,2016,3,11,,8,9,1.33,25.82,3.45,0,25,10
1418,2016,3,12,,13,6,2.29,21.4,1.68,0,20,16
1419,2016,3,12,,1,11,1.29,25.41,3.73,0,48,6
1420,2016,3,12,,14,4,1.9,19.62,1.99,0,21,20
1421,2016,3,13,,7,10,1.22,30.56,4.52,0,34,16
1422,2016,3,13,,16,12,1.57,22.69,2.51,0,30,2
1423,2016,3,14,,15,5,2.24,21.94,1.7,0,36,22
1424,2016,3,17,,6,4,1.25,29.35,4.05,0,40,0
1425,2016,3,18,,2,13,1.59,21.23,2.47,0,6,20
1426,2016,3,19,,10,15,1.97,20.7,1.91,0,30,18
1427,2016,3,19,,3,8,2.94,22.69,1.44,0,23,22
1428,2016,3,19,,11,14,2.42,21.37,1.61,-1,24,24
1429,2016,3,20,,12,1,3.01,23.28,1.42,0,8,6
